計畫名稱,class,關鍵詞,NER
職場安全衛生與勞動保障研究(2/4),4,"['職業', '有害物', '保障']",[]
新工程教育方法實驗與建構計畫(1/4),4,"['實驗型', '學系', '教室']",[]
2020東京奧運暨2022杭州亞運菁英及潛力奪牌選手之運科支援計畫(1/4),4,"['短程', '技畫']","['2020年', '東京奧運', '亞運亞洲', '杭州']"
機械運輸產業技術升級與特色產業創新加值科技發展綱要計畫(2/4),4,"['工具機', '光纖', '雷射源', '船艦']","['東部', '西部']"
中南部雷射與金屬產業高值應用暨系統技術發展綱要計畫(3/4),4,"['窘境', '過往']","['中國', '臺灣', '7成', '德國', '臺灣', '臺灣', '臺灣', '中南部', '臺灣']"
工業基礎技術深耕計畫(4/4),4,[],['亞洲']
材料化工之民生應用產業發展綱要計畫(1/4),4,"['化工', '紡織品', '調節型']","['民國106年至109年', '4年', '行政院科技會報辦公室', '台灣', '科技部']"
智慧機械創新產業推動計畫(3/4),4,['智機'],[]
智慧機械產業領航計畫(3/3),4,['汽機車'],[]
民生產業轉型輔導計畫(2/4),4,"['生產鏈', '銷售端']",[]
金屬機電高值推升計畫(2/4),4,"['汽機車', '高品級', '品級']","['台灣', '政府']"
建立智慧化大型汽車鈑金模具試模中心之服務能量(1/3),4,[],[]
推動工業合作計畫(2/4),4,['協議書'],[]
智慧機械產業創新AI應用加值計畫(1/4),4,"['工具機', '生產線']",[]
航太級大型化積層製造技術開發與驗證(3/4),4,"['積層', '航太級', '雷射源']",['1200x400x400 mm3']
跨領域整合型研究計畫(1/1),4,[],[]
智慧製造關鍵技術之創新科技研發與應用計畫(3/4),4,[],['我國']
智慧積層製造(3D列印)跨領域研究計畫(3/4),4,"['積層', '空孔', '高彈性', '地產業', '工具機']",[]
強化區域合作─推動中南部智慧機械及航太產業升級計畫(3/4),4,"['智機', '南科']","['台', '台', '南科', '行政院', '美', '日', '台歐']"
優質物聯網人才培育和新創職場安全健康服務產業推廣計畫(3/4),4,"['有害物', '職業', '職安衛']",[]
職場安全衛生與勞動保障研究(3/4),4,"['職業', '有害物', '保障']",[]
工藝材質自造計畫(1/3),4,"['首要', '步調', '角色', '狀態', '研究室']","['台灣', '台灣', '台灣']"
新工程教育方法實驗與建構計畫(2/4),4,['學系'],[]
科技服務系統研發與實證加值綱要計畫(2/4),4,"['賽事', '生理', '心率']",[]
製造智慧化關鍵技術躍升綱要計畫(4/4),4,"['製造物', 'SaaS層', '巨資', '工具機', '積層']",[]
紡織產業科技發展綱要計畫(材料化工之民生應用產業發展綱要計畫)(1/4),4,"['角色', '調節型', '紡織品', '聚酯系', '鞋品', '服裝', '驗布']",[]
特色產業製造暨創新加值技術推動計畫(原名稱:機械運輸產業技術升級與特色產業創新加值科技發展綱要計畫)(3/4),4,['汽機車'],"['40億元', '18億元']"
金屬機電高值推升計畫(3/4),4,['品級'],['臺灣']
推動工業合作計畫(3/4),4,"['協議書', '軍購案']","['新臺幣8億元', '新臺幣20億元', '國防部', '新臺幣4億元', '國防部']"
智慧機械創新產業推動計畫(4/4),4,['智機'],[]
智慧機械產業創新AI應用加值計畫(2/4),4,"['工具機', '生產線']",[]
金屬產業模具應用及材料提升計畫(2/3),4,['短程'],['教育部']
民生產業轉型輔導計畫(3/4),4,"['生產鏈', '銷售端']",['台北']
國防產業之航太與船艦產業推動計畫(1/4),4,"['軍機', '發動機', '船艦', '國艦', '國造', '機體']",[]
航太級大型化積層製造技術開發與驗證(4/4),4,"['積層', '航太級', '雷射源']","['1200x400x400 mm3', 'Inconel 718 plus']"
肌耐力增強型動力外骨骼系統研製與驗證(1/4),4,"['耐力', '增強型', '骨骼', '外骨骼', '行動力']","['台達電', '台大', '台科大', '台灣', '盟立公司', '緯創醫療', '交大', '中原', '上銀科技']"
智慧積層製造(3D列印)跨領域研究計畫(4/4),4,"['積層', '空孔', '高彈性', '地產業', '工具機']",[]
智慧製造關鍵技術之創新科技研發與應用計畫(4/4),4,[],['我國']
推動中南部智慧機械及航太產業升級計畫(4/4),4,['南科'],"['南科航太', '南科']"
園區智慧機器人創新自造基地計畫(4/4),4,"['南科', '搖籃', '活水']","['中科', '南科']"
職場安全衛生與勞動保障研究(4/4),4,"['職業', '有害物', '保障']","['109年', '勞動部']"
全國職業安全衛生智能發展計畫(1/4),4,"['職業', '工作者']",['第1年']
優質物聯網人才培育和創新職場安全健康服務產業推廣計畫(4/4),4,"['健康物', '安衛物', '職業', '職安衛']",[]
工藝材質自造計畫(2/3),4,"['首要', '步調', '角色']","['台灣', '台灣', '台灣', '台灣', '台灣', '台灣']"
新工程教育方法實驗與建構計畫(3/4),4,['學系'],[]
智機雲市集系統設備服務技術開發計畫(1/4),4,"['行政院會', '院會']","['105年7月21日', '行政院會', '第三', '108年2月21日第3641']"
科技服務系統研發與實證加值綱要計畫(3/3),4,['機電網'],[]
特色產業製造暨創新加值技術推動計畫(4/4),4,['地產業'],[]
紡織產業科技發展綱要計畫(2/4),4,"['角色', '紡織品', '驗布', '服裝']",[]
推動智慧機械與智慧製造產業發展計畫(1/4),4,"['化工', '狀態', '高彈性']",['臺灣']
智慧機械產業智慧升級計畫(2/4),4,[],['第二']
金屬機電高值推升計畫(4/4),4,"['汽機車', '品級']","['臺灣', '臺灣']"
材料與化工產業發展優化計畫(1/4),4,['化工'],[]
智慧機械產業創新AI應用加值計畫(3/4),4,[],[]
推動工業合作計畫(4/4),4,[],[]
金屬產業模具應用及材料提升計畫(3/3),4,['短程'],['教育部']
民生產業轉型輔導計畫(4/4),4,"['生產鏈', '銷售端']",[]
國防產業之航太與船艦產業推動計畫(2/4),4,"['軍機', '發動機', '國機', '國造', '機體', '軍民', '國艦', '船艦', '船廠']",[]
建構工具機產線智慧系統升級計畫(1/5),4,['工具機'],['臺灣']
離岸風電水下基礎產業技術升級輔導計畫(1/4),4,"['技術人員', '國艦', '國造']","['亞太', '亞太']"
應用導向智慧化積層製造技術開發與認證(1/4),4,"['積層', '國軍', '武器', '實機', '子項', '產業化商']","['國軍', '75%', '四', '第一', '國軍']"
肌耐力增強型動力外骨骼系統研製與驗證(2/4),4,"['骨骼', '外骨骼', '國軍', '武器']","['協仲精機', '緯創醫學', '松譽', '建碩電子', '達樸', '4年', '四年', '美國', '24kg', '中科院', '僑信電子', '國軍', '國軍', 'ONYX']"
職場安全衛生與勞動保障研究(1/4),4,"['職業', '保障', '職安衛']","['110年度', '110-113年', '四年', '第一年', '勞動及職業安全衛生研究所']"
全國職業安全衛生智能發展計畫(2/4),4,"['職業', '工作者', '職安卡', '營造業', '方言']","['110年', '110年', '110年', '第2年', '國語', '印尼語', '109-112年', '泰國語', '台語', '109年', '臺灣', '越南語', '英語']"
文物高精密科學檢測技術研發應用暨實驗室建置計畫(2/4),5,"['靈敏度', '圖譜', '掃描術', '例行性']","['台灣大學光電工程研究所', '102年', '中央研究院原分所', '清華大學材料系', '103年', '四年']"
食品安全管制科技發展計畫(2/4),5,"['源頭', '添加物', '安全性']",[]
物質成癮整合型計畫(2/4),5,['藥癮'],"['衛生福利部食品藥物管理署', '疾病管制署', '國家衛生研究院', '103年度']"
基因改造食品之前瞻性議題及強化風險分析能力科技計畫(1/4),5,"['基改', '安全性', '專才']","['衛生署', '衛生福利部']"
善用鑑識科技提昇偵防效能(4/4),5,"['刑事', '專才', '毒品', '代謝物', '尿液', '靈敏度', '質譜法', '物證', '牛樟木', '證物', '體液', '槍彈']","['拉曼', '103年度']"
法務部調查局新世代鑑識科技提升計畫(2/4)-新興微量毒品、DNA鑑識與通訊監察量能提昇計畫,5,"['代謝物', '毒品', '尿液', 'DNA', '血緣', '刑事', '證物', '人別', '陳腐性', '檢出率']",['三年']
法醫鑑識新象計畫(2/4),5,"['法務部', '法醫', '刑事', '理類', '人類學', '人別', '病理', '軸心', '物類', 'DNA', '體液']","['103年度', '法務部法醫研究所', '臺灣', '近年']"
食品產業價值鏈整合及加值推動計畫(3/4),5,[],[]
推動兩岸標準計量檢驗認證合作計畫(1/4),5,['消費品'],"['99至102年', '兩岸', '兩岸', '第一', '兩岸', '兩岸', '兩岸', '兩岸', '兩岸', '兩岸', '兩岸', '兩岸', '兩岸', '兩岸']"
奈米國家型科技計畫-放射奈米癌症診療及其他應用技術之發展(6/6),5,"['核醫', '奈米核', '治療用', '碳珠', '活性', '標靶', '腫瘤']","['103年度', '六年']"
生技醫藥國家型科技計畫-本土好發性疾病輻射應用及分子影像技術平台(3/5),5,"['腫瘤', '標誌', '造影劑', '胜肽', '標靶', '藥動', '半生期']","['台', '工研院', '生技開發中心', '經濟部', '7成', '第二']"
核子醫藥及醫材與儀器之應用研究(1/4),5,"['核醫', '腫瘤', '試劑', '胜肽', '造影劑', '奈米金', '新型', '肺癌', '標幟', '靈敏度']","['I-123 Epidepride', 'Ga-68']"
錸-188MN-16ET/利比多肝癌治療新藥之開發與應用研究(2/4),5,"['核醫', '肝癌', '治療型', '動力學', '治療用', '標幟']","['15%', '105年', '102年', '104年', '103年', '半年']"
次世代醫用3D放射造影儀技術開發及應用(1/4),5,['泛用型'],"['215億美元', '台○○', '2015年', '413億美元', 'IEC ']"
文物高精密科學檢測技術研發應用暨實驗室建置計畫(3/4),5,"['靈敏度', '圖譜', '掃描術', '例行性']","['102年', '四年']"
物質成癮整合型計畫(3/4),5,"['藥癮', '沙冬', '病患', '副作用', '尿液']","['美', '台灣', '美', '美', 'Pethidine']"
基因改造食品之前瞻性議題及強化風險分析能力科技計畫(2/4),5,"['安全性', '基改']",[]
導入健康風險評估科技，精進我國食品安全(1/4),5,"['子題', '源頭']",[]
鑑識科技量能精進暨服務躍升(1/4),5,"['專才', '毒品', '酒類', '微物', '林木', '槍彈', '真偽', '必要性', '迫切性', '證物']","['104年至107年度', '17025']"
法務部調查局新世代鑑識科技提升計畫(3/4)-新興微量毒品與DNA鑑識量能提升計畫,5,"['代謝物', '院檢', '氣相', '液相', '層析', '大麻類', '圖譜', '尿液', '大麻', '類毒', 'DNA', '血緣', '刑事']","['本年度', '99.99%以上', '四年期間']"
法醫鑑識新象計畫(3/4),5,"['法務部', '法醫', '刑事', '理類', '人類學', '人別', '病理', '軸心', '血清證', '物類']","['法務部法醫研究所', '法務部', '104年度', '近年', '臺灣']"
食品產業價值鏈整合及加值推動計畫(4/4),5,[],[]
推動兩岸標準計量檢驗認證合作計畫(2/4),5,"['海峽', '協議', '消費品', '計劃']","['兩岸', '兩岸', '中國大陸', '海峽兩岸標準計量檢驗認證合作協議', '兩岸', '兩岸', '中國大陸', '中國大陸', '兩岸', '兩岸', '兩岸']"
生技醫藥國家型科技計畫-本土好發性疾病輻射應用及分子影像技術平台(4/5),5,"['標誌', '腫瘤', '胜肽', '造影劑', '藥劑', '藥動', '動力學', '標靶']",['第二']
核子醫藥及醫材與儀器之應用研究(2/4),5,"['腫瘤', '胜肽', '核醫', '造影劑', '奈米金', '新型', '肺癌', '標靶', '標幟', '主成分', '製劑', '中藥物', '靈敏度']","['21世紀', '台灣', '行政院經建會', '台灣']"
錸-188MN-16ET/利比多肝癌治療新藥之開發與應用研究(3/4),5,"['核醫', '肝癌', '治療型', '動力學', '治療用', '標誌']","['15%', '105年', '102年', '104年', '103年', '半年']"
次世代醫用3D放射造影儀技術開發及應用(2/4),5,['泛用型'],"['103年1月', '102年底', '266億美元', '2015年', 'Swissray公司', '512億美元', '52%', '台○○○公司', '台○○', 'IEC ']"
文物高精密科學檢測技術研發應用暨實驗室建置計畫(4/4),5,"['靈敏度', '圖譜', '掃描術', '例行性']","['102年', '四年']"
導入健康風險評估科技，精進我國食品安全(2/4),5,"['添加物', '源頭', '子題']",[]
食品安全巨量資料分析及資訊科技化建置計畫(1/4),5,"['食安', '完整性']","['7x24', '第四']"
鑑識科技量能精進暨服務躍升(2/4),5,"['專才', '毒品', '酒類', '微物', '林木', '槍彈', '真偽', '必要性', '迫切性', '證物']",['105年度']
強化商品流程溯源追蹤與跨域稽查整合計畫(1/4),5,"['關務', '財政部', '財稅', '源頭']","['財政部財政資訊中心', '民國103至104年']"
校園食材登錄平臺及管理系統推廣實施計畫（結合食品雲）(1/4),5,"['幼兒園', '員生', '合作社']",[]
法醫鑑識新象計畫(4/4),5,"['法務部', '法醫', '刑事', '理類', '人類學', '人別', '病理', '軸心', '物類']","['法務部法醫研究所', '法務部', '近年', '臺灣']"
法務部調查局新世代鑑識科技提升計畫(4/4)-新興濫用毒(藥)品及其代謝物檢測技術提升計畫,5,"['迷幻類', '苯乙胺類', '色胺類', '圖譜', '氣相', '層析', '液相', '尿液', '類毒', '代謝物']",[]
食品產業振興與加值推動計畫(1/4),5,[],['5-10年']
協助中小型食品產業升級轉型輔導計畫(1/4),5,['家數'],"['6,000億元', '台灣', '台灣']"
推動兩岸標準計量檢驗認證合作(3/4),5,['消費品'],"['兩岸', '兩岸', '兩岸', '兩岸', '兩岸', '兩岸', '兩岸', '兩岸', '兩岸', '兩岸', '兩岸', '兩岸']"
跨領域整合型研究計畫(1/1),5,[],['105年']
儀器科技發展計畫(1/4),5,"['光機電', '投影', '鏡頭']",['新竹生物醫學園區']
生技醫藥國家型科技計畫－本土好發性疾病輻射應用與分子影像技術平台(5/5),5,"['必要性', '腫瘤', '肝癌', '藥動', '造影劑', '藥劑', '抗體', '標靶', '標誌', '動力學']","['第二', '103年', '核研所', '10年以上', '20年', '105年', '104年']"
核子醫藥及醫材與儀器之應用研究(3/4),5,"['腫瘤', '蛋白', '核醫', '造影劑', '奈米金', '感受性', '新型', '肺癌', '標幟', '主成分', '製劑', '中藥物']","['台灣', '行政院', '台灣', '21世紀']"
錸-188MN-16ET/利比多肝癌治療新藥之開發與應用研究(4/4),5,"['核醫', '肝癌', '治療用', '製劑', '新型', '液相', '氣相']","['2', '15%', '1', '半年']"
次世代醫用3D放射造影儀技術開發及應用(3/4),5,['泛用型'],"['IEC ', '華OO網', '2016年', '526億美元', '52%', '274億美元']"
古物新知-臺博館自然史藏品科技檢測研究計劃(1/4),5,"['自然史', '破壞性', '生物類']",['106年']
營造健康幸福社會(2/4),5,['兒童'],[]
